Employee Name,Gender,Employee ID,Work Experience,Position,Job Title,Educational Background,Recruitment Channel,Past Background,Interviewers Evaluation,Age,City,Promotion Status,Employee NPS,Training Duration h,Salary Adjustment,Length of Service,Supervisors Span,Non-Compete Clause,Performance Label
石涛,女,104069,4,销售代表,中级,硕士,内推,阿里系,其他,35-40岁,上海市,有,7,318,1.65 ,0-6个月,1,无,TRUE
谭艳,男,434848,6,运营专员,初级,硕士,招聘网站,腾讯系,75分位,30-35岁,上海市,无,9,27,1.51 ,5年以上,4,有,TRUE
陆娜,男,41669,4,数据分析师,初级,学士,招聘网站,阿里系,50分位,30-35岁,其他城市,有,7,159,0.83 ,5年以上,1,有,TRUE
雷秀英,男,14068,5,市场经理,初级,博士,内推,传统主机厂,75分位,25-30岁,其他城市,有,3,122,1.27 ,2-5年,6,有,TRUE
钱洋,男,114835,1,销售主管,高级,硕士,招聘网站,阿里系,其他,40岁以上,其他城市,无,10,197,0.63 ,5年以上,7,无,TRUE
任平,男,159265,5,运营经理,中级,学士,招聘网站,新势力主机厂,75分位,30-35岁,上海市,有,9,258,0.19 ,0-6个月,2,有,TRUE
熊秀兰,男,424787,2,技术支持,高级,学士,内推,阿里系,75分位,30-35岁,上海市,有,6,312,1.32 ,1-2年,1,无,TRUE
夏秀兰,男,423777,2,销售代表,高级,博士,内推,阿里系,75分位,35-40岁,其他城市,有,5,99,0.50 ,5年以上,7,有,TRUE
乔超,女,60947,2,运营专员,中级,博士,招聘网站,传统主机厂,其他,25-30岁,其他城市,无,9,42,2.00 ,6个月-1年,9,无,TRUE
锺洋,女,82391,3,数据分析师,中级,学士,招聘网站,供应链上下游企业,75分位,30-35岁,常州市,无,6,38,(0.09),2-5年,7,无,FALSE
张磊,女,251345,12,市场经理,中级,硕士,内推,供应链上下游企业,75分位,25-30岁,上海市,有,7,45,1.01 ,5年以上,1,无,TRUE
赵芳,男,136233,6,销售主管,中级,博士,内推,腾讯系,其他,40岁以上,上海市,无,8,186,1.94 ,2-5年,1,有,TRUE
潘娜,女,179639,10,市场经理,初级,学士,内推,阿里系,其他,30-35岁,北京市,无,8,350,0.90 ,5年以上,0,无,TRUE
郭涛,男,98479,8,数据分析师,高级,学士,招聘网站,新势力主机厂,50分位,35-40岁,常州市,有,10,322,1.29 ,1-2年,5,无,TRUE
顾明,男,315853,14,产品经理,中级,硕士,猎头,阿里系,75分位,40岁以上,上海市,有,7,387,0.29 ,1-2年,5,无,TRUE
方秀兰,女,251494,13,运营专员,高级,学士,内推,新势力主机厂,50分位,35-40岁,北京市,有,7,354,1.01 ,5年以上,6,无,TRUE
崔艳,女,156418,13,人力资源经理,高级,学士,招聘网站,新势力主机厂,75分位,25-30岁,上海市,无,7,362,1.97 ,0-6个月,5,有,TRUE
梁明,男,312006,1,产品经理,中级,学士,招聘网站,腾讯系,其他,40岁以上,其他城市,有,2,34,0.40 ,5年以上,2,无,TRUE
贺娟,男,295603,3,销售主管,中级,硕士,内推,腾讯系,其他,40岁以上,北京市,无,7,244,(0.14),2-5年,6,无,FALSE
雷平,女,111667,3,数据分析师,高级,博士,招聘网站,新势力主机厂,50分位,25-30岁,常州市,无,2,297,1.85 ,6个月-1年,4,有,TRUE
彭伟,女,400236,6,软件工程师,初级,博士,内推,传统主机厂,75分位,30-35岁,北京市,无,4,96,1.07 ,2-5年,4,有,TRUE
秦洋,女,184284,15,财务主管,高级,硕士,招聘网站,新势力主机厂,75分位,35-40岁,其他城市,有,1,21,0.79 ,6个月-1年,10,无,TRUE
刘娜,女,21177,5,销售经理,初级,硕士,猎头,阿里系,75分位,35-40岁,常州市,无,7,306,0.21 ,0-6个月,8,有,TRUE
郭超,男,306781,10,人力资源专员,初级,学士,猎头,阿里系,75分位,35-40岁,上海市,无,6,99,0.44 ,1-2年,0,有,TRUE
宋秀英,男,446259,3,运营经理,高级,硕士,猎头,新势力主机厂,其他,30-35岁,常州市,无,10,72,0.84 ,6个月-1年,1,无,TRUE
康强,女,416157,5,市场专员,高级,硕士,猎头,供应链上下游企业,其他,40岁以上,北京市,无,8,282,1.02 ,5年以上,1,无,TRUE
曹超,男,468234,1,技术总监,初级,学士,猎头,传统主机厂,50分位,35-40岁,北京市,有,6,366,0.28 ,6个月-1年,9,无,TRUE
马勇,女,201950,5,销售代表,中级,硕士,猎头,传统主机厂,50分位,40岁以上,北京市,有,6,200,1.66 ,5年以上,8,有,TRUE
戴霞,女,472098,13,财务分析师,初级,硕士,招聘网站,新势力主机厂,50分位,20-25岁,其他城市,有,6,310,0.94 ,1-2年,1,无,TRUE
石芳,男,54754,12,人力资源经理,中级,硕士,内推,腾讯系,其他,35-40岁,上海市,有,7,175,0.81 ,0-6个月,5,有,TRUE
周杰,女,307450,6,产品经理,中级,博士,内推,阿里系,75分位,30-35岁,上海市,有,7,186,1.83 ,1-2年,7,有,TRUE
蒋伟,男,490110,1,运营专员,中级,博士,猎头,新势力主机厂,75分位,35-40岁,上海市,无,9,213,1.25 ,2-5年,5,无,TRUE
黄磊,男,392234,12,数据分析师,高级,硕士,内推,腾讯系,其他,25-30岁,其他城市,无,2,179,1.70 ,0-6个月,5,有,TRUE
傅静,女,323053,9,销售主管,初级,博士,内推,腾讯系,75分位,40岁以上,常州市,有,8,296,0.90 ,0-6个月,8,有,TRUE
卢刚,女,496538,3,市场经理,高级,硕士,招聘网站,供应链上下游企业,75分位,30-35岁,其他城市,无,3,311,0.86 ,0-6个月,1,有,TRUE
彭勇,男,491392,14,财务经理,中级,学士,猎头,腾讯系,75分位,30-35岁,其他城市,无,3,322,1.10 ,5年以上,8,无,TRUE
邹涛,男,120346,9,技术经理,初级,博士,招聘网站,供应链上下游企业,75分位,35-40岁,上海市,无,6,62,0.77 ,5年以上,1,有,TRUE
乔秀兰,男,63400,3,运营经理,初级,学士,内推,新势力主机厂,50分位,30-35岁,其他城市,无,2,311,0.62 ,1-2年,10,有,TRUE
范杰,男,358986,13,市场专员,高级,硕士,内推,新势力主机厂,50分位,35-40岁,上海市,有,8,278,0.20 ,5年以上,5,有,TRUE
锺桂英,男,7437,2,技术支持,高级,学士,招聘网站,新势力主机厂,75分位,35-40岁,北京市,无,9,37,0.02 ,2-5年,3,无,TRUE
尹丽,女,128593,9,销售代表,初级,博士,招聘网站,新势力主机厂,50分位,25-30岁,其他城市,无,3,351,0.38 ,2-5年,9,有,TRUE
薛涛,男,288244,6,运营专员,高级,博士,猎头,供应链上下游企业,其他,30-35岁,上海市,无,6,107,1.30 ,1-2年,6,无,TRUE
陈秀英,女,273705,5,数据分析师,高级,硕士,猎头,传统主机厂,其他,30-35岁,其他城市,无,1,39,1.07 ,6个月-1年,4,无,TRUE
史军,男,100770,5,市场经理,高级,硕士,猎头,供应链上下游企业,50分位,30-35岁,常州市,有,7,43,1.20 ,5年以上,7,有,TRUE
谭勇,男,353076,3,销售主管,初级,学士,猎头,阿里系,75分位,25-30岁,北京市,有,3,58,1.66 ,1-2年,8,无,TRUE
吴杰,女,283848,15,运营经理,高级,博士,内推,腾讯系,50分位,40岁以上,北京市,无,4,193,0.45 ,5年以上,4,无,TRUE
张军,男,482858,15,技术支持,中级,学士,猎头,新势力主机厂,其他,35-40岁,常州市,无,4,231,1.86 ,2-5年,9,有,TRUE
傅霞,女,359925,15,销售代表,高级,学士,猎头,供应链上下游企业,其他,40岁以上,北京市,有,5,341,1.37 ,0-6个月,5,无,TRUE
邹超,男,278575,0,运营专员,高级,硕士,内推,新势力主机厂,其他,30-35岁,上海市,无,6,337,0.45 ,5年以上,3,无,TRUE
于洋,男,123556,10,数据分析师,初级,学士,招聘网站,传统主机厂,其他,20-25岁,其他城市,无,7,286,1.92 ,1-2年,3,有,TRUE
易刚,女,326046,7,市场经理,中级,硕士,内推,阿里系,75分位,25-30岁,常州市,有,10,82,1.17 ,2-5年,9,有,TRUE
邱伟,男,466086,15,销售主管,高级,学士,猎头,供应链上下游企业,50分位,40岁以上,常州市,无,7,152,1.86 ,6个月-1年,1,无,TRUE
周超,女,370209,13,市场经理,中级,学士,猎头,阿里系,75分位,30-35岁,常州市,无,9,70,0.29 ,1-2年,8,无,TRUE
夏秀英,男,176137,7,数据分析师,初级,博士,猎头,供应链上下游企业,其他,20-25岁,常州市,无,8,209,1.97 ,6个月-1年,5,无,TRUE
魏娜,女,103156,11,产品经理,高级,学士,内推,阿里系,其他,35-40岁,北京市,有,7,251,0.35 ,2-5年,3,有,TRUE
黎洋,女,396201,2,运营专员,高级,硕士,内推,传统主机厂,50分位,20-25岁,北京市,无,4,79,1.19 ,2-5年,3,无,TRUE
程娜,女,68618,1,人力资源经理,初级,博士,招聘网站,供应链上下游企业,75分位,30-35岁,常州市,有,9,150,1.71 ,5年以上,5,有,TRUE
于勇,女,454296,4,产品经理,中级,学士,猎头,腾讯系,75分位,35-40岁,上海市,有,1,295,0.94 ,0-6个月,3,无,TRUE
常秀英,男,327562,3,销售主管,初级,硕士,猎头,供应链上下游企业,其他,35-40岁,北京市,无,7,319,1.76 ,2-5年,2,有,TRUE
吕勇,男,311278,7,数据分析师,高级,博士,招聘网站,腾讯系,50分位,40岁以上,上海市,无,4,167,1.63 ,1-2年,2,有,TRUE
朱洋,女,433090,11,软件工程师,高级,学士,猎头,腾讯系,50分位,35-40岁,常州市,无,7,133,0.74 ,5年以上,1,无,TRUE
郝磊,女,345988,13,财务主管,高级,硕士,猎头,供应链上下游企业,其他,30-35岁,其他城市,无,6,155,1.35 ,0-6个月,8,无,TRUE
龙娟,女,480671,6,销售经理,初级,硕士,内推,阿里系,75分位,25-30岁,北京市,有,1,280,0.35 ,5年以上,10,有,TRUE
蔡洋,男,98335,4,人力资源专员,初级,博士,招聘网站,新势力主机厂,75分位,35-40岁,北京市,无,10,379,1.59 ,0-6个月,5,有,TRUE
程敏,女,143102,4,运营经理,初级,学士,招聘网站,腾讯系,其他,25-30岁,上海市,有,4,112,1.87 ,6个月-1年,6,有,TRUE
黎静,女,212130,4,市场专员,高级,学士,猎头,传统主机厂,其他,35-40岁,其他城市,无,6,394,0.42 ,5年以上,6,有,TRUE
田平,女,403859,5,技术总监,初级,学士,猎头,腾讯系,50分位,30-35岁,常州市,无,2,124,1.90 ,1-2年,10,有,TRUE
彭芳,男,149817,13,销售代表,中级,学士,招聘网站,腾讯系,其他,25-30岁,北京市,有,5,334,1.67 ,5年以上,4,有,TRUE
周涛,男,486305,14,财务分析师,中级,学士,猎头,腾讯系,75分位,35-40岁,其他城市,无,6,312,0.27 ,1-2年,8,有,TRUE
贾杰,男,117784,7,人力资源经理,中级,博士,招聘网站,阿里系,50分位,20-25岁,其他城市,无,2,122,0.52 ,5年以上,8,有,TRUE
郑军,男,388544,13,产品经理,中级,硕士,内推,供应链上下游企业,50分位,20-25岁,北京市,有,1,219,0.28 ,2-5年,6,有,TRUE
雷艳,男,224250,9,运营专员,高级,博士,招聘网站,供应链上下游企业,75分位,35-40岁,上海市,无,9,281,0.36 ,5年以上,1,无,TRUE
高涛,男,378954,3,数据分析师,高级,硕士,招聘网站,传统主机厂,75分位,25-30岁,常州市,无,9,225,0.08 ,1-2年,1,有,TRUE
谭勇,男,397130,1,销售主管,中级,博士,猎头,供应链上下游企业,75分位,25-30岁,上海市,无,9,273,0.07 ,6个月-1年,1,无,TRUE
侯娜,男,241154,6,市场经理,高级,学士,招聘网站,腾讯系,75分位,20-25岁,上海市,有,2,340,1.78 ,5年以上,8,有,TRUE
余涛,女,446217,1,财务经理,初级,硕士,内推,传统主机厂,50分位,20-25岁,北京市,有,6,197,0.05 ,5年以上,8,无,TRUE
孟洋,男,346751,15,技术经理,中级,学士,内推,腾讯系,75分位,25-30岁,北京市,无,9,391,0.79 ,6个月-1年,6,无,TRUE
秦涛,女,429538,1,运营经理,初级,硕士,招聘网站,腾讯系,75分位,20-25岁,北京市,无,2,370,0.78 ,0-6个月,6,无,TRUE
沈艳,男,81896,14,市场专员,中级,硕士,内推,新势力主机厂,75分位,40岁以上,北京市,无,10,219,1.41 ,5年以上,1,无,TRUE
汪霞,男,384831,2,技术支持,初级,硕士,猎头,新势力主机厂,其他,25-30岁,常州市,有,7,286,1.29 ,5年以上,5,无,TRUE
侯敏,男,183435,9,销售代表,高级,学士,内推,新势力主机厂,75分位,20-25岁,其他城市,有,4,32,0.88 ,5年以上,3,有,TRUE
乔强,女,57702,8,运营专员,初级,学士,招聘网站,传统主机厂,其他,30-35岁,其他城市,无,8,276,0.35 ,0-6个月,5,无,TRUE
李军,女,121315,3,数据分析师,高级,硕士,猎头,腾讯系,其他,20-25岁,常州市,无,3,312,0.02 ,5年以上,7,有,TRUE
龙刚,女,128696,9,市场经理,中级,学士,招聘网站,传统主机厂,50分位,25-30岁,常州市,无,3,252,0.08 ,2-5年,2,有,TRUE
周秀英,女,326036,7,销售主管,高级,硕士,内推,供应链上下游企业,50分位,30-35岁,常州市,有,3,160,0.79 ,0-6个月,4,有,TRUE
赖霞,男,123599,10,运营经理,中级,博士,猎头,新势力主机厂,其他,20-25岁,北京市,有,7,394,1.94 ,1-2年,8,有,TRUE
徐静,女,251904,7,技术支持,中级,硕士,招聘网站,腾讯系,50分位,40岁以上,常州市,无,8,363,1.07 ,1-2年,4,有,TRUE
周丽,男,240839,1,销售代表,初级,学士,内推,传统主机厂,50分位,30-35岁,常州市,有,2,228,1.17 ,5年以上,9,有,TRUE
廖芳,男,138825,3,运营专员,高级,博士,招聘网站,新势力主机厂,其他,20-25岁,上海市,无,3,235,1.98 ,1-2年,2,有,TRUE
苏磊,女,198848,10,数据分析师,高级,学士,猎头,新势力主机厂,75分位,25-30岁,上海市,无,7,90,1.86 ,5年以上,2,有,TRUE
陈静,男,67064,6,市场经理,高级,学士,内推,供应链上下游企业,50分位,20-25岁,北京市,无,9,259,1.78 ,1-2年,1,无,TRUE
韩霞,女,497633,10,销售主管,高级,硕士,内推,新势力主机厂,其他,25-30岁,常州市,有,2,185,1.29 ,6个月-1年,3,有,TRUE
乔敏,女,330097,4,市场经理,高级,学士,猎头,腾讯系,50分位,30-35岁,北京市,无,7,20,0.01 ,2-5年,6,无,TRUE
赵敏,男,194577,6,数据分析师,中级,硕士,招聘网站,腾讯系,75分位,30-35岁,上海市,无,6,353,0.49 ,1-2年,8,无,TRUE
贾秀兰,女,246921,1,产品经理,初级,学士,内推,新势力主机厂,75分位,20-25岁,上海市,无,7,342,1.75 ,5年以上,7,无,TRUE
蒋芳,女,449763,12,运营专员,中级,博士,招聘网站,阿里系,其他,30-35岁,常州市,无,8,72,0.72 ,0-6个月,10,无,TRUE
吕军,女,427070,7,人力资源经理,初级,硕士,内推,传统主机厂,75分位,30-35岁,上海市,有,8,309,0.87 ,6个月-1年,3,有,TRUE
曹强,女,281325,6,产品经理,高级,硕士,内推,阿里系,其他,30-35岁,其他城市,无,4,188,0.29 ,5年以上,10,有,TRUE
姚杰,男,25755,8,销售主管,中级,学士,内推,新势力主机厂,50分位,35-40岁,其他城市,无,2,173,(0.95),6个月-1年,6,无,FALSE
叶丽,女,199848,1,数据分析师,中级,硕士,招聘网站,阿里系,其他,25-30岁,常州市,无,4,86,0.09 ,5年以上,5,有,TRUE
康超,女,226641,9,软件工程师,高级,学士,内推,传统主机厂,75分位,35-40岁,常州市,无,2,288,0.10 ,1-2年,3,无,TRUE
叶娟,女,191132,11,财务主管,初级,学士,招聘网站,传统主机厂,其他,40岁以上,上海市,无,6,327,0.18 ,0-6个月,6,无,TRUE
袁刚,女,339881,4,销售经理,高级,学士,内推,传统主机厂,其他,20-25岁,常州市,有,5,329,0.16 ,2-5年,7,无,TRUE
尹勇,女,417387,11,人力资源专员,初级,学士,内推,新势力主机厂,其他,40岁以上,其他城市,无,6,193,0.00 ,5年以上,9,无,FALSE
龙霞,女,55343,2,运营经理,高级,学士,招聘网站,新势力主机厂,75分位,40岁以上,北京市,有,7,97,1.35 ,2-5年,7,有,TRUE
熊霞,女,260051,0,市场专员,中级,硕士,招聘网站,传统主机厂,其他,25-30岁,其他城市,无,5,55,0.42 ,5年以上,8,有,TRUE
毛秀英,女,471986,5,技术总监,初级,硕士,招聘网站,腾讯系,其他,25-30岁,北京市,无,10,188,1.17 ,2-5年,4,无,TRUE
田静,男,72301,1,销售代表,中级,学士,猎头,传统主机厂,50分位,35-40岁,上海市,有,5,222,1.19 ,0-6个月,3,无,TRUE
方娟,女,73966,6,财务分析师,中级,硕士,猎头,阿里系,其他,35-40岁,常州市,无,7,181,1.32 ,0-6个月,9,有,TRUE
沈明,女,107855,2,人力资源经理,高级,学士,猎头,阿里系,50分位,25-30岁,上海市,无,4,312,0.64 ,6个月-1年,2,无,TRUE
苏军,男,365204,10,产品经理,高级,硕士,猎头,传统主机厂,50分位,40岁以上,其他城市,有,6,104,1.93 ,5年以上,2,有,TRUE
陆超,男,152438,14,运营专员,高级,学士,内推,供应链上下游企业,其他,35-40岁,其他城市,无,8,76,0.70 ,1-2年,4,有,TRUE
秦伟,男,143771,4,数据分析师,初级,学士,招聘网站,传统主机厂,75分位,30-35岁,常州市,有,2,341,1.17 ,0-6个月,4,无,TRUE
谢静,男,219577,1,销售主管,中级,硕士,猎头,新势力主机厂,50分位,20-25岁,北京市,无,5,251,1.24 ,2-5年,7,无,TRUE
胡军,男,222800,0,市场经理,初级,学士,招聘网站,新势力主机厂,其他,30-35岁,常州市,有,7,334,1.33 ,5年以上,4,无,TRUE
石勇,女,18686,4,财务经理,中级,博士,内推,传统主机厂,75分位,40岁以上,常州市,无,7,308,1.03 ,2-5年,3,有,TRUE
吕杰,女,219754,10,技术经理,中级,硕士,招聘网站,腾讯系,其他,35-40岁,北京市,有,6,183,0.50 ,0-6个月,6,无,TRUE
田勇,男,8401,5,运营经理,初级,硕士,猎头,传统主机厂,50分位,25-30岁,北京市,有,9,347,0.59 ,2-5年,4,有,TRUE
赖伟,女,228398,8,市场专员,高级,博士,招聘网站,阿里系,75分位,35-40岁,常州市,无,5,274,0.61 ,2-5年,0,无,TRUE
钱丽,女,88602,1,技术支持,高级,博士,内推,新势力主机厂,50分位,20-25岁,北京市,有,8,56,0.40 ,1-2年,1,有,TRUE
孙勇,女,339241,13,销售代表,高级,学士,内推,新势力主机厂,其他,20-25岁,常州市,有,6,322,1.36 ,2-5年,1,无,TRUE
易秀兰,女,324656,3,运营专员,中级,硕士,猎头,传统主机厂,50分位,35-40岁,北京市,有,4,223,1.99 ,5年以上,1,无,TRUE
侯强,男,237255,8,数据分析师,高级,博士,猎头,供应链上下游企业,其他,20-25岁,上海市,无,9,220,1.53 ,1-2年,0,无,TRUE
林磊,男,72540,9,市场经理,中级,博士,猎头,阿里系,50分位,40岁以上,常州市,有,1,290,0.72 ,1-2年,9,无,TRUE
邵娟,男,37563,6,销售主管,高级,博士,招聘网站,供应链上下游企业,75分位,25-30岁,上海市,有,10,66,0.09 ,0-6个月,7,有,TRUE
朱军,女,270839,10,运营经理,中级,硕士,招聘网站,腾讯系,75分位,25-30岁,其他城市,有,3,199,1.73 ,5年以上,4,有,TRUE
汪芳,男,224122,1,技术支持,高级,博士,内推,传统主机厂,75分位,40岁以上,常州市,无,7,307,0.48 ,2-5年,9,有,TRUE
黎磊,女,319948,10,销售代表,初级,硕士,猎头,腾讯系,其他,30-35岁,上海市,无,5,27,1.35 ,2-5年,1,有,TRUE
姜平,男,157183,2,运营专员,高级,硕士,内推,新势力主机厂,其他,40岁以上,常州市,有,8,315,0.53 ,5年以上,1,有,TRUE
阎涛,女,196244,5,数据分析师,高级,博士,猎头,阿里系,其他,35-40岁,上海市,无,4,360,1.45 ,2-5年,8,无,TRUE
丁明,男,46581,3,市场经理,中级,博士,猎头,供应链上下游企业,其他,20-25岁,常州市,无,10,306,0.67 ,5年以上,4,无,TRUE
潘伟,男,203098,7,销售主管,初级,硕士,猎头,新势力主机厂,其他,30-35岁,常州市,有,2,371,0.91 ,0-6个月,5,无,TRUE
江明,女,375799,3,市场经理,高级,硕士,猎头,阿里系,50分位,30-35岁,常州市,无,9,60,0.11 ,0-6个月,2,有,TRUE
曾霞,女,376612,9,数据分析师,初级,学士,招聘网站,新势力主机厂,75分位,40岁以上,北京市,无,8,151,0.96 ,6个月-1年,7,有,TRUE
尹芳,男,88024,6,产品经理,中级,博士,猎头,腾讯系,50分位,40岁以上,上海市,有,9,384,1.61 ,0-6个月,9,有,TRUE
韩杰,女,52129,4,运营专员,中级,硕士,内推,传统主机厂,其他,20-25岁,北京市,无,7,358,1.60 ,1-2年,4,有,TRUE
秦娜,女,441735,5,人力资源经理,中级,硕士,内推,腾讯系,50分位,30-35岁,上海市,有,1,23,0.66 ,2-5年,4,无,TRUE
薛明,男,485683,1,产品经理,中级,学士,招聘网站,供应链上下游企业,其他,35-40岁,常州市,无,4,135,0.65 ,2-5年,3,有,TRUE
刘霞,男,348733,2,销售主管,中级,硕士,猎头,新势力主机厂,50分位,30-35岁,其他城市,无,9,138,1.53 ,6个月-1年,9,有,TRUE
金芳,女,63892,1,数据分析师,高级,博士,内推,传统主机厂,其他,35-40岁,上海市,无,5,309,0.05 ,2-5年,4,无,TRUE
周强,男,199713,5,软件工程师,中级,博士,猎头,新势力主机厂,50分位,20-25岁,常州市,无,3,389,1.77 ,0-6个月,9,有,TRUE
孙强,男,387857,5,财务主管,高级,学士,内推,新势力主机厂,75分位,40岁以上,北京市,有,10,235,1.20 ,5年以上,1,有,TRUE
龙强,女,352198,13,销售经理,中级,硕士,内推,传统主机厂,75分位,20-25岁,上海市,无,7,268,0.21 ,1-2年,8,无,TRUE
杨杰,女,449834,9,人力资源专员,高级,学士,猎头,供应链上下游企业,50分位,30-35岁,北京市,有,10,101,1.56 ,6个月-1年,2,有,TRUE
冯强,男,446750,5,运营经理,高级,博士,猎头,供应链上下游企业,50分位,25-30岁,常州市,无,3,100,0.57 ,5年以上,3,无,TRUE
姜涛,男,56050,1,市场专员,初级,博士,猎头,腾讯系,75分位,35-40岁,北京市,有,9,109,0.86 ,0-6个月,7,有,TRUE
高磊,女,291560,8,技术总监,中级,硕士,招聘网站,供应链上下游企业,其他,35-40岁,其他城市,无,7,111,0.00 ,5年以上,9,无,FALSE
蔡敏,女,251752,11,销售代表,初级,硕士,招聘网站,新势力主机厂,其他,40岁以上,其他城市,无,10,94,0.65 ,2-5年,10,无,TRUE
尹强,男,299381,8,财务分析师,中级,博士,猎头,阿里系,75分位,20-25岁,北京市,有,5,95,1.02 ,2-5年,4,有,TRUE
易超,男,100201,10,人力资源经理,中级,硕士,招聘网站,腾讯系,其他,40岁以上,常州市,无,9,71,0.52 ,6个月-1年,7,无,TRUE
邹明,女,353352,12,产品经理,中级,硕士,招聘网站,阿里系,75分位,40岁以上,其他城市,无,9,53,1.24 ,0-6个月,2,无,TRUE
郑娟,男,426837,12,运营专员,高级,学士,内推,阿里系,其他,35-40岁,上海市,无,9,136,0.53 ,6个月-1年,9,有,TRUE
张娟,女,338576,2,数据分析师,高级,博士,招聘网站,传统主机厂,50分位,35-40岁,北京市,无,6,24,1.33 ,2-5年,4,无,TRUE
郭平,女,494652,9,销售主管,高级,学士,猎头,新势力主机厂,75分位,30-35岁,其他城市,无,9,17,0.29 ,0-6个月,5,有,TRUE
康洋,男,397079,0,市场经理,高级,硕士,猎头,腾讯系,其他,25-30岁,常州市,无,2,273,1.14 ,1-2年,3,有,TRUE
崔明,男,426102,8,财务经理,初级,博士,招聘网站,阿里系,50分位,20-25岁,其他城市,无,3,36,0.20 ,2-5年,6,无,TRUE
阎艳,男,455946,6,技术经理,初级,硕士,猎头,腾讯系,50分位,25-30岁,常州市,有,2,263,0.46 ,5年以上,6,无,TRUE
黄杰,男,2757,9,运营经理,中级,学士,招聘网站,供应链上下游企业,其他,30-35岁,北京市,无,9,54,1.77 ,6个月-1年,10,无,TRUE
袁涛,男,121269,3,市场专员,中级,博士,招聘网站,传统主机厂,50分位,25-30岁,常州市,有,7,15,1.96 ,5年以上,8,无,TRUE
熊秀英,女,463965,7,技术支持,初级,博士,招聘网站,阿里系,75分位,40岁以上,常州市,有,4,154,1.98 ,0-6个月,7,有,TRUE
蔡刚,男,150989,10,销售代表,高级,博士,内推,新势力主机厂,其他,40岁以上,上海市,有,3,191,1.04 ,6个月-1年,0,无,TRUE
常伟,男,444013,8,运营专员,高级,学士,招聘网站,供应链上下游企业,其他,25-30岁,常州市,无,6,52,(0.35),5年以上,7,有,FALSE
史静,女,298200,5,数据分析师,中级,学士,招聘网站,供应链上下游企业,50分位,20-25岁,北京市,有,1,327,1.63 ,5年以上,5,有,TRUE
吕超,女,184410,4,市场经理,初级,学士,内推,供应链上下游企业,50分位,40岁以上,常州市,有,2,21,0.13 ,0-6个月,5,无,TRUE
邹艳,男,367426,3,销售主管,初级,博士,猎头,腾讯系,75分位,25-30岁,上海市,无,8,264,0.41 ,6个月-1年,2,无,TRUE
吴勇,女,236311,7,运营经理,高级,硕士,招聘网站,传统主机厂,75分位,40岁以上,北京市,有,4,291,0.21 ,0-6个月,4,有,TRUE
刘秀兰,女,353738,11,技术支持,中级,博士,内推,腾讯系,75分位,20-25岁,北京市,无,2,117,0.59 ,5年以上,0,有,TRUE
贺平,男,130096,11,销售代表,高级,博士,猎头,腾讯系,75分位,40岁以上,上海市,无,8,88,1.12 ,1-2年,3,有,TRUE
范艳,男,391442,10,运营专员,中级,博士,猎头,腾讯系,其他,20-25岁,上海市,无,2,125,0.86 ,2-5年,6,无,TRUE
马伟,男,427857,12,数据分析师,高级,博士,招聘网站,传统主机厂,75分位,25-30岁,常州市,有,4,90,0.03 ,0-6个月,3,有,TRUE
姜刚,女,499302,1,市场经理,中级,学士,猎头,供应链上下游企业,其他,40岁以上,其他城市,有,5,190,1.15 ,5年以上,3,有,TRUE
段磊,男,448880,3,销售主管,高级,博士,猎头,腾讯系,75分位,35-40岁,常州市,有,6,400,0.22 ,6个月-1年,7,无,TRUE
江丽,女,419591,1,市场经理,中级,学士,招聘网站,腾讯系,其他,35-40岁,北京市,无,3,144,(0.95),5年以上,6,有,FALSE
韩霞,男,236291,5,数据分析师,初级,学士,猎头,传统主机厂,50分位,35-40岁,北京市,有,7,323,0.68 ,2-5年,3,无,TRUE
傅秀英,女,143694,15,产品经理,初级,硕士,招聘网站,阿里系,50分位,25-30岁,常州市,无,2,339,0.34 ,6个月-1年,1,无,TRUE
方芳,男,314646,11,运营专员,高级,硕士,招聘网站,新势力主机厂,50分位,40岁以上,上海市,有,2,11,1.46 ,6个月-1年,7,无,TRUE
邵强,男,429741,13,人力资源经理,初级,博士,招聘网站,传统主机厂,75分位,35-40岁,上海市,有,3,191,1.00 ,6个月-1年,1,有,TRUE
丁明,男,207883,8,产品经理,初级,硕士,猎头,腾讯系,其他,35-40岁,北京市,无,3,73,0.82 ,2-5年,3,无,TRUE
丁勇,女,117788,11,销售主管,高级,博士,内推,阿里系,75分位,40岁以上,常州市,有,6,194,1.17 ,2-5年,3,无,TRUE
曾秀兰,男,212413,1,数据分析师,初级,学士,猎头,供应链上下游企业,75分位,25-30岁,常州市,无,6,57,1.35 ,1-2年,7,有,TRUE
郑强,女,93271,5,软件工程师,初级,学士,内推,腾讯系,75分位,35-40岁,常州市,有,5,252,0.73 ,1-2年,9,无,TRUE
赵洋,男,362575,7,财务主管,中级,硕士,内推,阿里系,50分位,25-30岁,上海市,无,2,29,0.04 ,0-6个月,4,无,TRUE
史超,女,444363,2,销售经理,高级,硕士,猎头,新势力主机厂,50分位,25-30岁,上海市,无,4,70,0.90 ,6个月-1年,10,有,TRUE
唐明,男,339536,3,人力资源专员,高级,学士,内推,供应链上下游企业,其他,35-40岁,常州市,有,6,168,0.80 ,1-2年,2,无,TRUE
侯杰,女,157009,3,运营经理,中级,硕士,内推,腾讯系,其他,30-35岁,上海市,无,5,25,0.31 ,5年以上,4,有,TRUE
